21	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
22	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
23	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
24	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
25	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
26	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
27	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
28	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
29	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
30	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
31	[0.8915090548550597, 0.8916448087986362, 0.8914207185699742, 0.8920138440894716, 0.8922555081530562, 0.8919669430148509, 0.8913248081599189, 0.8920534104433422, 0.8912784801695014, 0.8942344226201017, 0.8956532884571751, 0.8913695352667915, 0.8932688573093547, 0.8974305615825844, 0.9259768252843312, 0.9272750302622457, 0.9445504020365799, 0.9457501874802965, 0.9990770420018475, 0.9989887728932704, 0.9944735421927022, 0.9979436104242183, 0.9985414134862345, 0.9986887972417542, 0.9936185864828028, 0.9928362752690836, 0.9592196048343995, 0.959293898912079, 0.9227028546450649, 0.9194224234085717, 0.9070024897870351, 0.9082245869908826]	[0.896149474700966, 0.8958245373599693, 0.8957255029315347, 0.8957645364473334, 0.8953121950278607, 0.8954907623475522, 0.8963496555446119, 0.8952296788127231, 0.8960618133424599, 0.8929650806357234, 0.8917073710753205, 0.8957874141535048, 0.8942678820538904, 0.8904459754743742, 0.8678770785965116, 0.8679001471097174, 0.8471592411255068, 0.8446099197314442, 0.6849025207395436, 0.6769797442139871, 0.5042963348905922, 0.6174481834930905, 0.5433223215616356, 0.5098211664310539, 0.6144167343402303, 0.671927410316476, 0.7708014949091868, 0.7949920365384818, 0.8702998310660292, 0.882151929933772, 0.8894692964322158, 0.8870987383130404]	
